CASEID,FULLTIME_OR_PARTTIME,SELFEMPLOYED,OCCUPATION_COL,WORKTYPE_FINAL,SCIENCE_CLASSES,MATH_CLASSES,TALENT,PROVE,RESPECTA,RESPECTB,INTEREST1,STEMJOBA,STEMJOBB,REASON1A,REASON1B,REASON1C,REASON1D,REASON1E,REASON1F,REASON1G,TECH1,TECH2,TECH3,TECH4,TECH5,TECH6,GEND1,GEND2,GEND3,GEND4,GEND5,HARASS1,HARASS2,HARASS3,GENDER,STEM_DEGREE,EDUCATION,INCOME_AVERAGE,START_AGE,END_AGE,EMPLOYED,UN_EMPLOYED
1597,1,2,1,1,1,1,2,2,1,2,4,1,3,1,1,1,1,1,3,1,1,3,1,2,3,1,1,1,1,3,1,2,1,2,1,1,3,100000.0,45,54,1,0
1598,2,2,12,1,1,1,4,0,2,1,4,1,1,1,2,1,1,3,3,3,2,1,1,1,3,2,3,1,2,2,2,2,2,1,1,1,2,62499.5,45,54,1,0
1599,1,2,3,2,1,1,2,3,2,2,2,1,1,2,3,1,1,1,3,1,1,3,1,2,3,1,1,2,2,2,2,2,2,1,1,1,2,30000.0,65,74,1,0
1600,1,1,3,2,1,1,1,2,1,2,2,1,3,3,2,3,2,3,2,3,1,1,2,2,2,2,2,1,1,3,5,3,3,2,1,2,3,100000.0,65,74,1,0
1601,2,2,12,1,1,1,2,1,2,1,4,1,1,1,3,2,1,1,1,1,2,1,2,3,3,2,3,1,1,3,2,3,1,1,1,1,3,87499.5,25,34,1,0
1602,0,0,26,3,1,0,2,2,1,2,4,1,3,2,1,2,3,1,3,3,3,2,3,2,3,3,2,1,1,3,1,3,3,2,1,2,4,87499.5,65,74,0,-1
1605,2,1,3,2,1,1,1,2,1,2,3,1,1,3,3,3,3,3,3,3,2,3,3,2,3,3,3,1,1,3,5,3,3,2,1,1,2,39999.5,55,64,1,0
1606,1,2,2,1,1,1,2,3,2,2,4,2,2,1,1,2,2,2,1,1,3,2,3,3,3,2,2,1,1,1,4,3,2,1,2,2,3,39999.5,55,64,1,0
1607,2,2,11,1,1,1,1,0,1,1,4,3,3,1,2,2,1,1,3,3,2,3,1,2,3,1,1,1,1,3,5,3,2,2,1,1,4,100000.0,65,74,1,0
1608,1,2,1,1,1,0,2,3,1,1,4,1,3,1,1,1,1,2,3,3,1,3,1,1,1,1,2,1,1,3,1,3,2,2,2,1,3,87499.5,25,34,1,0
1609,1,2,25,2,1,1,3,0,0,0,4,1,1,3,3,3,3,3,3,3,3,2,3,3,2,3,3,1,1,3,5,3,3,2,2,1,1,39999.5,55,64,1,0
1611,1,2,4,2,1,1,2,3,1,2,4,1,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,1,1,3,2,3,3,2,1,2,4,100000.0,55,64,1,0
1612,1,1,19,2,1,0,1,3,1,0,4,3,3,2,2,2,2,2,2,2,1,3,2,1,3,2,3,2,2,3,2,2,2,2,1,1,1,62499.5,35,44,1,0
1613,2,1,3,2,1,1,1,2,1,2,4,1,1,1,2,2,2,3,1,2,3,3,2,3,3,2,3,1,1,3,3,3,3,2,1,1,2,30000.0,65,74,1,0
1616,1,2,10,2,1,1,2,2,1,1,6,1,3,2,2,3,2,2,1,2,2,3,2,2,3,3,1,1,1,1,3,2,2,2,2,1,3,100000.0,45,54,1,0
1617,1,1,1,1,1,1,2,2,1,2,4,1,3,1,1,2,1,2,3,3,1,1,1,2,3,2,3,2,2,2,1,2,2,2,1,1,3,87499.5,45,54,1,0
1618,2,2,20,2,1,1,2,0,3,3,4,1,1,1,2,2,1,1,3,2,1,3,1,1,3,1,3,2,3,2,1,1,1,2,1,1,2,100000.0,65,74,1,0
1619,1,2,3,2,1,1,3,1,2,1,6,1,1,1,1,3,1,2,3,1,2,3,1,2,3,1,3,1,1,3,2,3,1,2,1,2,3,62499.5,55,64,1,0
1620,1,2,1,1,1,1,2,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,2,2,2,1,4,62499.5,25,34,1,0
1621,1,2,20,2,1,0,2,1,2,2,4,1,1,1,1,3,1,1,3,1,1,1,1,3,3,2,2,2,2,1,3,3,3,2,1,2,2,87499.5,45,54,1,0
1622,1,2,25,2,1,1,2,2,1,3,1,1,1,1,3,2,2,3,3,2,2,1,2,3,3,2,2,1,1,3,2,3,2,2,1,1,2,100000.0,25,34,1,0
1623,1,2,1,1,1,1,2,1,1,2,4,1,1,2,2,2,3,1,2,1,3,3,2,3,3,2,3,1,1,3,3,3,2,2,2,1,4,100000.0,45,54,1,0
1624,1,2,5,1,1,1,1,3,2,1,4,1,1,1,2,1,2,2,3,2,3,3,2,2,3,2,3,2,2,2,1,3,3,2,2,1,2,87499.5,55,64,1,0
1625,1,1,11,1,1,1,1,2,1,2,4,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,1,1,1,5,2,2,1,1,1,4,39999.5,18,24,1,0
1626,1,2,1,1,1,1,2,3,1,1,4,1,1,1,1,1,1,3,1,1,2,1,1,3,3,2,1,2,2,3,4,3,3,2,2,1,2,62499.5,35,44,1,0
1628,1,2,18,2,1,1,1,2,2,2,3,1,1,3,3,2,1,3,3,2,2,3,2,1,1,1,3,1,1,3,1,3,3,2,2,2,2,62499.5,25,34,1,0
1630,1,1,22,2,1,1,1,0,1,1,1,1,3,3,3,2,1,3,1,1,2,3,1,1,1,1,1,1,1,3,2,1,1,2,2,2,2,87499.5,45,54,1,0
1631,1,2,20,2,1,0,4,1,2,2,4,1,1,1,2,2,1,2,3,1,1,1,1,3,3,1,2,1,1,3,1,3,3,2,2,1,1,87499.5,65,74,1,0
1633,1,2,20,2,1,1,1,3,1,1,4,1,1,2,1,2,3,3,1,3,3,2,3,3,3,3,1,1,1,3,5,3,3,2,2,1,3,87499.5,45,54,1,0
1634,1,1,25,2,1,0,2,2,1,2,3,1,3,3,3,3,1,2,3,3,2,1,1,2,3,2,3,1,1,3,1,2,2,1,1,2,4,87499.5,55,64,1,0
1635,1,2,4,2,1,1,1,2,1,1,4,1,1,2,2,2,2,2,3,1,2,3,1,2,3,1,2,1,1,3,1,3,2,1,2,2,2,62499.5,35,44,1,0
1636,1,2,1,1,1,1,1,2,1,1,4,1,3,2,3,2,2,3,3,2,2,3,2,2,2,3,3,1,1,3,2,3,3,2,2,1,3,87499.5,45,54,1,0
1637,1,2,22,2,1,0,2,3,1,2,6,3,1,2,1,2,1,2,2,1,2,3,2,2,2,2,1,1,1,3,4,3,2,2,2,1,1,100000.0,45,54,1,0
1638,1,2,1,1,1,1,2,3,1,1,4,1,1,1,1,1,1,2,3,2,1,1,1,2,3,2,1,1,1,2,1,3,2,2,2,1,4,100000.0,45,54,1,0
1639,2,1,19,2,0,0,1,2,1,2,4,1,3,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,3,3,3,3,2,1,2,3,100000.0,65,74,1,0
1640,1,2,13,1,1,0,3,2,3,3,4,3,3,1,1,1,1,1,3,3,2,1,1,2,3,2,2,1,1,3,2,3,3,2,1,1,2,62499.5,55,64,1,0
1641,0,0,26,3,1,1,2,2,1,2,4,1,3,1,2,1,1,3,2,2,2,1,1,3,1,1,2,1,1,3,1,3,3,2,1,1,2,62499.5,45,54,0,-1
1642,1,2,4,2,1,0,3,3,2,2,2,1,3,1,3,2,1,2,3,2,2,3,2,2,3,2,1,1,1,3,2,2,1,2,2,1,4,87499.5,35,44,1,0
1643,2,2,13,1,1,0,2,1,2,2,4,2,1,2,2,2,1,1,3,1,1,1,1,1,3,1,1,2,2,2,1,3,3,2,1,1,2,30000.0,18,24,1,0
1644,1,1,12,1,1,1,1,1,1,2,4,1,1,2,1,2,3,2,3,1,3,3,3,3,3,3,2,1,1,1,1,3,3,1,1,1,2,100000.0,35,44,1,0
1646,1,2,12,1,1,0,2,2,2,2,4,1,1,1,1,2,3,3,3,2,3,3,2,3,3,3,2,1,1,3,3,3,3,2,2,1,3,62499.5,25,34,1,0
1648,1,2,25,2,1,1,1,1,0,3,6,3,2,3,2,3,3,3,1,1,3,3,3,3,3,3,3,1,1,3,5,3,3,2,2,1,1,100000.0,45,54,1,0
1649,2,2,12,1,1,1,1,2,1,1,4,1,3,2,2,3,2,3,2,1,1,3,2,1,3,2,2,1,1,3,3,3,2,2,1,1,2,100000.0,65,74,1,0
1650,1,2,2,1,1,1,2,2,1,1,4,1,1,2,2,2,2,2,2,2,2,3,2,2,3,2,3,1,1,3,3,3,3,2,2,1,4,100000.0,35,44,1,0
1651,2,2,12,1,0,1,2,0,1,1,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,5,3,3,2,1,1,2,39999.5,65,74,1,0
1653,2,2,12,1,1,0,2,0,2,1,4,1,3,1,1,2,1,2,2,1,2,1,1,3,3,3,2,1,1,3,2,3,1,1,1,1,2,30000.0,65,74,1,0
1654,2,1,18,2,1,0,1,2,1,2,4,1,2,3,2,3,1,2,3,2,2,3,1,3,3,1,2,1,1,3,1,3,3,2,1,2,3,30000.0,35,44,1,0
1655,1,2,12,1,1,1,2,3,2,2,4,2,2,2,1,2,1,2,2,2,2,3,1,3,3,3,2,1,2,2,5,1,3,2,1,1,2,100000.0,45,54,1,0
1656,1,2,4,2,1,1,1,2,1,1,4,1,1,1,1,1,2,1,3,2,1,1,1,1,3,1,1,1,1,3,1,3,2,1,1,1,4,100000.0,45,54,1,0
1657,1,2,17,2,1,0,1,2,1,1,6,1,1,2,1,2,1,1,2,1,3,2,2,2,3,1,3,1,2,2,1,3,3,2,2,1,1,39999.5,35,44,1,0
1658,1,2,2,1,1,1,2,2,1,1,4,1,1,3,2,2,1,1,3,1,1,1,1,3,3,1,2,1,1,3,1,3,2,2,1,1,3,100000.0,25,34,1,0
1659,1,2,20,2,1,0,1,2,1,1,4,1,1,1,2,3,3,3,2,3,3,3,2,3,3,2,1,1,2,3,2,3,3,2,2,2,2,87499.5,55,64,1,0
1660,2,2,6,2,1,0,2,3,3,0,3,3,2,2,3,3,1,1,1,1,3,2,2,2,2,2,3,2,2,3,1,2,2,2,2,2,4,30000.0,35,44,1,0
1661,0,0,26,3,1,0,2,2,1,2,4,3,3,1,1,2,1,1,2,1,2,1,1,3,3,2,2,1,1,3,1,3,3,2,1,2,2,100000.0,65,74,0,-1
1662,1,1,1,1,1,1,3,2,1,2,4,1,1,3,3,3,3,2,1,2,1,2,3,1,2,3,3,1,1,3,5,3,3,2,2,1,4,100000.0,55,64,1,0
1664,2,1,25,2,0,1,1,2,1,2,6,1,1,2,2,3,1,3,3,2,3,3,3,3,3,3,2,1,1,3,3,3,2,2,1,1,2,30000.0,55,64,1,0
1665,1,2,6,2,0,1,1,3,2,2,4,1,2,2,3,3,2,2,2,3,3,2,3,2,2,2,3,2,2,3,2,3,3,2,1,2,3,100000.0,25,34,1,0
1666,1,2,1,1,1,1,2,2,2,2,4,1,1,1,2,2,1,2,3,2,1,3,2,2,1,2,3,2,1,2,2,1,1,2,2,1,3,62499.5,35,44,1,0
1668,1,2,12,1,1,1,3,2,1,1,4,3,2,2,2,2,1,3,3,2,1,3,1,2,3,2,2,1,1,3,1,2,2,1,2,1,3,62499.5,45,54,1,0
1669,2,1,5,1,1,1,1,2,1,2,4,1,3,3,3,3,3,1,3,3,1,2,3,2,2,3,1,1,2,1,5,1,1,1,2,1,3,100000.0,65,74,1,0
1670,1,2,2,1,1,1,1,2,1,1,4,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,1,1,3,3,3,3,2,2,1,4,100000.0,45,54,1,0
1671,1,2,18,2,1,0,3,2,1,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,2,2,1,2,62499.5,45,54,1,0
1672,1,2,15,2,1,1,4,1,3,2,2,1,1,3,3,1,3,3,2,1,3,3,3,3,3,3,1,1,1,3,5,3,2,2,1,1,1,100000.0,35,44,1,0
1673,1,2,12,1,1,1,1,1,1,1,4,1,1,3,3,3,3,3,2,2,2,3,3,2,3,3,2,1,1,3,3,3,3,2,1,1,3,87499.5,35,44,1,0
1675,1,2,20,2,1,0,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,4,62499.5,65,74,1,0
1676,1,1,22,2,1,1,1,2,1,1,1,1,1,1,3,1,3,1,1,1,1,2,3,1,3,3,2,1,2,2,2,1,1,2,2,1,1,39999.5,35,44,1,0
1677,1,2,1,1,1,1,1,2,2,1,4,1,1,2,1,2,3,1,2,1,2,2,3,2,2,3,3,1,1,3,3,3,2,2,2,1,4,100000.0,55,64,1,0
1678,1,2,11,1,1,1,1,2,2,2,4,1,1,1,1,1,1,2,3,1,2,3,1,2,1,1,2,1,2,2,2,2,1,2,2,1,4,100000.0,25,34,1,0
1679,1,1,1,1,1,1,2,2,1,2,4,3,3,1,1,1,3,1,1,3,3,3,3,3,3,3,2,1,1,3,5,3,3,2,2,1,3,100000.0,65,74,1,0
1680,1,2,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,2,2,2,2,1,1,2,3,2,1,1,1,3,1,3,1,2,2,2,3,100000.0,45,54,1,0
1683,1,1,4,2,1,1,1,2,1,2,4,1,3,1,1,2,1,3,3,2,2,3,1,3,3,3,3,1,1,3,1,3,2,1,1,2,3,30000.0,55,64,1,0
1684,1,1,1,1,1,1,2,3,1,1,4,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3,2,3,1,3,3,3,2,2,1,4,30000.0,55,64,1,0
1685,2,1,1,1,1,1,1,2,1,2,4,2,2,1,3,2,1,1,3,3,2,1,1,3,3,2,1,2,2,2,3,3,2,2,2,2,2,39999.5,55,64,1,0
1686,1,2,9,1,1,1,2,1,2,2,4,1,3,3,2,1,2,2,3,1,2,1,1,2,1,1,1,1,2,2,3,2,2,2,1,1,4,100000.0,25,34,1,0
1687,1,1,4,2,1,1,3,2,1,2,4,1,1,1,1,1,2,3,3,2,3,3,2,3,3,2,3,1,1,3,3,2,3,2,1,2,3,62499.5,55,64,1,0
1689,1,2,8,1,0,1,1,3,1,1,4,1,1,2,3,1,1,1,3,1,2,3,2,3,3,2,2,1,2,3,2,2,2,2,1,2,4,100000.0,55,64,1,0
1690,1,1,5,1,1,1,2,2,1,1,4,3,2,3,3,3,3,3,3,3,2,2,3,2,2,3,1,1,1,3,3,3,3,2,2,1,3,100000.0,55,64,1,0
1692,1,2,12,1,0,0,2,2,3,3,4,1,1,3,3,3,2,2,3,2,2,3,2,3,3,3,2,1,1,2,1,2,2,1,1,1,3,62499.5,25,34,1,0
1693,1,2,22,2,1,1,2,3,1,2,4,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,1,2,3,3,3,2,2,2,1,1,62499.5,65,74,1,0
1694,2,1,12,1,1,1,2,2,2,2,4,3,3,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,2,3,2,2,2,2,2,2,4,30000.0,45,54,1,0
1695,1,2,2,1,1,1,2,2,2,1,4,1,2,1,2,2,1,3,3,1,1,1,1,1,3,1,1,2,3,2,1,3,2,1,1,1,4,87499.5,35,44,1,0
1696,1,2,12,1,0,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,87499.5,45,54,1,0
1698,1,2,20,2,1,1,2,3,1,2,1,1,3,2,2,2,2,2,2,2,2,3,2,3,3,2,2,1,1,2,3,3,3,2,2,1,3,62499.5,35,44,1,0
1699,1,2,1,1,1,0,1,1,1,1,4,1,1,1,1,2,1,2,3,1,2,1,1,2,3,2,3,1,1,3,2,3,2,1,1,1,3,100000.0,55,64,1,0
1700,1,2,10,2,1,1,2,2,1,1,6,1,3,2,1,2,2,2,3,2,3,3,2,3,3,2,1,2,2,2,2,2,2,2,2,1,4,100000.0,45,54,1,0
1701,2,2,25,2,1,0,2,2,1,1,3,1,1,1,2,1,1,2,2,3,2,3,2,3,3,2,2,1,1,3,1,3,2,2,2,2,3,87499.5,25,34,1,0
1702,0,0,26,3,1,1,2,2,1,2,4,3,1,1,3,3,1,1,2,3,3,3,2,2,2,2,2,1,1,3,2,3,3,2,2,1,1,39999.5,65,74,0,-1
1703,1,1,2,1,1,1,3,3,1,3,4,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,4,100000.0,45,54,1,0
1704,1,1,23,2,1,1,1,1,1,0,4,1,1,2,3,3,3,3,1,3,2,2,3,3,2,3,3,1,1,1,5,3,3,1,2,2,3,39999.5,25,34,1,0
1705,1,2,11,1,1,1,2,3,2,2,4,1,1,1,1,1,1,1,2,1,1,3,1,2,3,2,3,1,1,1,1,1,1,2,2,1,4,100000.0,55,64,1,0
1706,1,2,22,2,1,0,2,3,2,3,6,1,3,1,3,2,2,3,3,2,2,3,1,2,3,1,1,3,3,2,2,3,2,2,2,2,2,62499.5,45,54,1,0
1707,1,2,2,1,1,0,2,2,1,2,4,1,3,1,3,2,2,1,3,3,2,1,1,2,1,2,1,1,1,3,1,3,2,2,1,1,4,39999.5,25,34,1,0
1708,1,2,12,1,1,1,3,3,1,1,4,1,1,1,1,2,1,3,3,1,2,3,1,2,3,1,2,1,2,3,2,3,2,2,1,1,4,87499.5,25,34,1,0
1709,2,2,12,1,1,1,2,3,1,2,4,3,3,3,2,2,3,2,3,1,2,3,2,3,3,2,3,1,3,3,2,3,2,2,1,1,3,87499.5,35,44,1,0
1710,1,2,1,1,1,1,2,3,1,1,4,1,1,1,1,2,1,2,2,1,2,3,1,2,1,2,1,1,1,3,1,3,2,2,2,1,4,100000.0,45,54,1,0
1712,1,2,1,1,1,0,1,2,1,2,4,1,3,1,2,2,1,2,1,2,2,3,2,3,1,1,3,1,1,3,2,3,2,2,1,1,2,87499.5,55,64,1,0
1713,2,2,19,2,1,1,2,0,1,1,3,1,3,3,3,3,3,2,1,2,1,3,2,3,3,2,3,1,1,3,3,3,3,2,1,2,3,87499.5,55,64,1,0
1714,2,2,14,2,0,1,4,0,0,0,4,1,1,1,2,3,1,2,3,2,3,1,1,3,3,1,2,3,1,3,3,3,3,2,2,1,1,30000.0,45,54,1,0
1715,1,2,20,2,1,1,4,1,3,2,4,1,3,1,1,2,1,2,2,1,2,1,1,2,3,2,2,2,3,2,2,3,3,1,1,1,1,100000.0,45,54,1,0
1716,2,2,13,1,1,1,2,3,0,2,4,1,1,1,2,3,2,3,2,1,3,2,2,3,3,2,2,1,2,3,2,3,3,1,1,1,2,62499.5,35,44,1,0
1718,2,2,12,1,1,1,2,3,2,2,4,1,3,3,3,3,2,1,2,1,3,3,3,3,3,3,3,1,1,3,2,2,2,2,2,1,2,100000.0,65,74,1,0
1719,1,2,13,1,1,1,2,2,2,2,4,1,1,3,3,3,3,3,3,3,1,3,2,2,3,3,2,2,2,3,4,2,2,1,1,1,2,62499.5,55,64,1,0
1720,2,2,3,2,1,0,2,3,1,2,2,1,1,1,3,1,1,3,2,1,2,3,3,2,1,1,1,1,1,3,3,3,2,2,2,1,2,100000.0,18,24,1,0
1722,1,2,12,1,1,1,2,0,2,2,4,1,1,3,3,3,3,3,3,3,2,1,1,3,3,3,2,1,1,3,2,1,1,2,1,1,4,100000.0,35,44,1,0
1723,1,2,19,2,0,1,2,1,3,2,4,1,1,2,3,3,2,3,2,3,3,3,3,3,3,3,2,1,1,3,3,3,2,2,2,1,2,62499.5,45,54,1,0
1724,1,2,1,1,1,1,2,2,2,2,4,1,3,3,3,2,2,1,1,1,2,2,2,3,3,3,3,1,1,3,3,3,3,2,2,2,3,87499.5,35,44,1,0
1725,1,2,4,2,1,1,2,2,2,2,4,1,1,3,3,3,3,3,3,2,2,3,2,3,3,2,2,1,1,3,2,3,3,2,2,1,3,62499.5,55,64,1,0
1726,1,2,3,2,0,1,2,2,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,3,3,2,2,1,2,100000.0,35,44,1,0
1727,1,2,2,1,1,1,2,3,1,2,4,1,1,1,1,2,1,2,3,2,3,3,2,3,1,1,3,1,1,3,3,3,3,2,2,1,3,30000.0,25,34,1,0
1728,1,2,12,1,1,0,2,3,2,2,4,3,1,2,3,3,1,2,3,1,1,1,1,3,1,1,2,1,2,3,3,2,2,1,1,1,2,100000.0,55,64,1,0
1729,2,2,25,2,0,1,1,2,2,3,4,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,3,1,1,2,3,2,3,2,2,1,1,30000.0,65,74,1,0
1733,1,1,1,1,1,1,2,3,1,2,4,3,1,3,3,2,3,2,3,3,3,3,3,3,3,3,3,1,1,3,5,3,3,1,2,1,2,87499.5,35,44,1,0
1734,2,2,14,2,0,0,2,2,2,2,4,1,1,3,3,3,3,3,3,3,3,3,2,2,3,3,2,1,1,3,3,2,2,2,1,2,3,62499.5,35,44,1,0
1735,1,2,11,1,1,1,2,0,2,1,4,1,1,1,3,1,1,3,3,3,3,1,1,3,1,1,2,1,1,3,1,2,2,1,1,1,4,100000.0,25,34,1,0
1736,1,2,10,2,0,1,1,2,2,2,2,1,3,1,1,1,1,2,1,1,2,3,1,2,3,1,2,1,1,2,2,1,1,1,1,2,2,87499.5,25,34,1,0
1737,1,2,3,2,1,1,2,1,2,1,1,1,1,2,1,3,2,3,3,1,2,1,1,2,2,3,1,1,1,3,3,1,1,2,2,1,4,100000.0,45,54,1,0
1738,1,2,11,1,1,1,1,1,1,2,4,1,2,1,1,1,1,1,2,1,3,1,1,3,3,1,1,2,2,2,1,1,1,2,1,1,4,62499.5,25,34,1,0
1739,2,1,5,1,1,1,1,2,1,2,4,2,3,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,3,2,2,2,1,2,62499.5,65,74,1,0
1740,1,2,3,2,0,0,2,2,3,2,3,1,1,1,1,2,1,2,3,2,1,1,1,2,2,2,1,2,2,3,3,3,3,2,2,1,1,100000.0,45,54,1,0
1741,1,2,18,2,0,1,2,2,2,2,4,1,3,3,2,3,3,3,2,3,2,3,3,2,3,3,3,1,1,3,1,3,3,2,1,2,2,62499.5,45,54,1,0
1742,1,2,12,1,1,0,2,2,2,2,4,1,1,3,3,2,3,2,1,3,3,3,2,3,3,3,2,1,1,3,3,3,3,2,1,1,2,100000.0,35,44,1,0
1743,1,2,20,2,0,1,2,2,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,3,2,3,1,2,2,2,3,62499.5,35,44,1,0
1744,1,2,13,1,1,0,2,1,3,2,4,1,1,1,3,3,2,2,1,2,3,3,3,3,3,3,2,1,1,3,1,3,3,1,1,1,1,62499.5,55,64,1,0
1745,1,1,22,2,1,1,1,2,1,2,6,1,1,2,2,3,3,2,2,2,2,2,3,2,2,3,1,1,1,1,5,3,3,2,2,1,3,100000.0,55,64,1,0
1747,1,2,8,2,0,1,1,2,2,2,4,1,3,2,2,2,2,3,2,3,3,1,1,3,1,2,2,2,2,2,3,3,3,2,1,2,4,100000.0,45,54,1,0
1748,1,2,15,2,1,0,2,3,0,2,4,1,1,3,3,2,1,1,3,3,3,3,2,3,3,2,3,1,2,3,5,3,3,2,2,1,2,30000.0,18,24,1,0
1750,1,2,1,1,1,1,2,3,1,1,4,1,1,2,3,2,3,1,3,3,3,3,3,3,3,3,2,1,1,3,2,3,3,2,1,2,3,87499.5,45,54,1,0
1751,1,2,1,1,1,1,2,3,2,2,4,1,1,2,2,3,3,1,3,2,2,3,2,3,3,3,3,1,1,3,3,2,2,2,2,1,2,87499.5,45,54,1,0
1752,2,1,12,1,1,0,1,2,1,2,4,2,2,1,2,1,1,2,3,2,1,1,1,2,3,1,2,1,1,3,1,3,2,2,2,1,4,62499.5,65,74,1,0
1753,2,2,4,2,0,1,3,3,1,1,4,1,3,3,3,3,3,3,3,3,3,3,1,3,2,3,2,3,3,3,4,3,2,2,1,1,1,100000.0,65,74,1,0
1754,1,2,4,2,1,1,1,2,1,2,4,1,3,1,2,2,1,1,3,3,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,3,62499.5,25,34,1,0
1755,1,2,20,2,1,0,4,1,3,2,4,3,3,2,1,2,1,3,3,1,2,1,1,3,3,3,3,2,3,2,2,3,2,2,1,1,2,39999.5,25,34,1,0
1756,1,2,9,1,1,1,1,2,1,1,4,1,1,1,1,1,1,2,3,1,2,1,1,2,3,2,1,2,2,2,1,3,3,2,1,1,4,100000.0,45,54,1,0
1758,1,2,13,1,1,0,1,3,1,2,4,1,1,2,3,1,1,2,3,3,2,3,1,2,1,1,2,1,1,2,3,3,3,2,2,1,2,87499.5,45,54,1,0
1759,1,2,9,1,1,1,1,2,1,1,4,2,2,1,1,2,1,1,3,2,1,3,2,2,3,2,1,3,1,3,1,2,2,2,1,1,4,100000.0,55,64,1,0
1760,2,1,22,2,1,0,1,2,1,2,2,1,1,2,3,3,3,3,2,2,3,3,2,3,3,2,3,2,2,3,3,2,2,1,2,1,1,62499.5,55,64,1,0
1761,1,2,12,1,1,1,2,2,1,2,4,3,3,3,2,2,1,3,1,3,2,3,1,3,3,2,2,1,1,3,3,3,3,2,1,1,3,87499.5,45,54,1,0
1763,1,1,25,2,1,0,2,3,1,1,3,1,1,3,3,3,3,3,3,3,3,3,2,3,3,2,3,1,1,3,5,3,2,2,2,1,1,62499.5,35,44,1,0
1764,0,0,26,3,1,1,2,2,1,2,4,1,3,3,3,3,2,2,3,2,2,3,3,3,3,3,2,1,1,3,5,3,3,2,1,1,2,100000.0,55,64,0,-1
1765,1,2,19,2,0,1,2,3,2,2,3,1,3,2,2,2,1,2,2,2,2,3,1,2,3,1,1,1,2,3,1,2,2,2,2,1,2,87499.5,55,64,1,0
1767,2,2,12,1,0,0,1,2,2,2,4,1,1,2,2,3,1,2,3,1,2,1,1,2,1,1,2,1,2,3,1,3,3,1,1,2,3,39999.5,25,34,1,0
1768,1,2,22,2,1,1,1,3,1,1,6,1,3,1,2,2,3,2,1,3,2,3,2,2,3,2,3,1,2,3,3,2,2,1,1,1,3,62499.5,55,64,1,0
1769,1,2,25,2,1,0,2,3,2,2,1,1,3,3,3,3,2,3,3,2,3,3,2,3,3,2,3,1,1,3,1,2,2,2,1,1,2,39999.5,25,34,1,0
1770,1,2,25,2,0,1,2,0,3,3,4,1,3,2,2,2,2,2,2,2,3,3,2,3,3,3,1,1,1,3,3,3,3,2,2,1,1,39999.5,25,34,1,0
1771,1,2,10,2,1,1,1,1,1,1,2,3,3,3,3,2,3,3,1,3,3,3,3,3,2,3,1,1,1,1,5,3,3,2,2,1,3,100000.0,45,54,1,0
1772,1,1,20,2,1,1,1,2,1,2,4,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,3,1,1,3,1,3,3,2,1,1,2,30000.0,45,54,1,0
1773,1,2,20,2,1,1,3,3,1,2,1,3,2,3,1,3,3,3,2,3,3,3,3,3,3,3,3,1,1,1,4,3,3,2,1,2,2,100000.0,55,64,1,0
1775,1,2,6,2,1,1,1,3,1,1,4,1,1,2,2,2,1,2,2,2,2,3,1,3,3,2,2,1,1,3,3,3,3,1,1,2,3,100000.0,55,64,1,0
1776,1,2,1,1,1,1,1,2,2,2,4,1,1,3,3,3,3,3,3,3,3,2,3,3,2,3,1,1,1,3,3,3,3,2,2,1,2,100000.0,55,64,1,0
1777,1,2,1,1,1,1,2,2,2,1,4,1,3,3,3,3,3,2,1,2,2,2,3,3,2,3,2,1,1,3,3,3,3,2,2,1,4,39999.5,25,34,1,0
1778,1,2,22,2,0,0,3,2,1,2,2,1,1,3,3,3,3,2,3,1,3,2,3,3,2,3,3,1,1,3,2,3,3,2,2,1,2,62499.5,55,64,1,0
1779,1,2,4,2,0,1,2,3,1,2,3,1,2,2,3,2,2,3,3,2,3,1,2,2,3,2,2,2,2,3,3,3,2,2,2,1,1,39999.5,45,54,1,0
